title,year,director,genres,country,language,rating,votes,url
红河谷,1996,冯小宁,剧情 / 爱情 / 历史 / 战争,中国大陆,英语 / 汉语普通话,7.9,63918,
怒海争锋 Master and Commander: The Far Side of the World,2003,彼得·威尔,剧情 / 动作 / 战争 / 冒险,美国,英语 / 法语 / 葡萄牙语,7.9,37390,
私恋失调 Punch-Drunk Love,2002,保罗·托马斯·安德森,剧情 / 喜剧 / 爱情,美国,英语,7.9,18792,
超决战！贝利亚银河帝国 ウルトラマンゼロ THE MOVIE 超決戦！ベリアル銀河帝国,2010,阿部雄一,动作,日本,日语,7.9,10013,
玻璃之城,1998,张婉婷,剧情 / 爱情,中国香港,英语 / 汉语普通话 / 粤语,7.9,72886,
拳霸 องค์บาก,2003,普拉奇亚·平克尧,动作 / 犯罪,泰国,泰语 / 英语,7.9,29365,
狂凶记 Frenzy,1972,阿尔弗雷德·希区柯克,惊悚 / 犯罪,英国,英语,7.9,25175,
夜半歌声 夜半歌聲,1995,于仁泰,剧情 / 爱情 / 惊悚 / 音乐,中国香港 / 中国大陆 / 新加坡,汉语普通话,7.9,70228,
辣手神探,1992,吴宇森,剧情 / 动作 / 惊悚 / 犯罪,中国香港,粤语,7.9,41874,
男妇女主任,1999,张惠中,剧情 / 喜剧,中国大陆,汉语普通话,7.9,12357,
小公女 소공녀,2017,全高云,剧情 / 喜剧 / 爱情,韩国,韩语,7.9,22209,
触不到的恋人 시월애,2000,李铉升,爱情 / 奇幻,韩国,韩语,7.9,92457,
橡皮头 Eraserhead,1977,大卫·林奇,恐怖 / 奇幻,美国,英语,7.9,19021,
权力的游戏：征服与反抗 Game of Thrones: Conquest and Rebellion,2017,,剧情 / 动画,美国,英语,7.9,7325,
看上去很美,2006,张元,剧情 / 喜剧,中国大陆 / 意大利,汉语普通话,7.9,92153,
省港旗兵,1984,麦当雄,动作 / 犯罪,中国香港,粤语 / 英语 / 汉语普通话,7.9,21192,
马丁·伊登 Martin Eden,2019,皮耶特罗·马切罗,剧情,意大利 / 法国 / 德国,意大利语 / 那不勒斯语 / 法语,7.9,16998,
吸血鬼生活 What We Do in the Shadows,2014,杰梅奈·克莱门特 / 塔伊加·维迪提,喜剧 / 恐怖 / 奇幻,新西兰 / 美国,英语 / 德语 / 西班牙语,7.9,39192,
担保 담보,2020,康大奎,剧情 / 喜剧 / 家庭,韩国,韩语 / 汉语普通话,7.9,26836,
不可饶恕 The Unforgivable,2021,诺拉·芬沙伊德,剧情,英国 / 德国 / 美国,英语,7.9,16261,
柳烈的音乐专辑 유열의 음악앨범,2019,郑址宇,爱情,韩国,韩语,7.9,82563,
弗兰克 Frank,2014,伦尼·阿伯拉罕森,剧情 / 喜剧 / 音乐,英国 / 爱尔兰 / 美国,英语 / 法语 / 德语,7.9,52658,
警戒结束 End of Watch,2012,大卫·阿耶,剧情 / 动作 / 犯罪,美国,英语,7.9,30123,
鸡同鸭讲 雞同鴨講,1988,高志森,喜剧,中国香港,粤语 / 汉语普通话,7.9,19718,
焦裕禄,1990,王冀邢,剧情 / 传记,中国大陆,汉语普通话,7.9,13482,
绅士爱美人 Gentlemen Prefer Blondes,1953,霍华德·霍克斯,剧情 / 喜剧 / 爱情 / 歌舞,美国,英语 / 法语,7.9,11393,
你是我的命运 너는 내 운명,2005,朴珍杓,剧情 / 爱情,韩国,韩语,7.9,11495,
神奇队长 Captain Fantastic,2016,马特·罗斯,剧情 / 喜剧 / 家庭,美国,英语 / 世界语 / 汉语普通话,7.9,44727,
杯酒人生 Sideways,2004,亚历山大·佩恩,剧情 / 喜剧 / 爱情,美国 / 匈牙利,英语 / 亚美尼亚语,7.9,59444,
我是大哥大 SP 今日から俺は!!SP,2020,福田雄一,剧情 / 喜剧,日本,日语,7.9,23593,
摇滚校园 The School of Rock,2003,理查德·林克莱特,喜剧 / 音乐,美国 / 德国,英语,7.9,63878,
海贼王剧场版6：狂欢男爵和神秘岛 ONE PIECE THE MOVIE オマツリ男爵と秘密の島,2005,细田守,剧情 / 喜剧 / 动作 / 动画 / 悬疑,日本,日语,7.9,13825,
精灵王座,2016,宋岳峰,动画,中国大陆,汉语普通话 / 英语,7.9,16939,
发掘 The Dig,2021,西蒙·斯通,剧情 / 传记 / 历史,英国,英语,7.9,24459,
上海皇帝之雄霸天下,1993,潘文杰,剧情 / 悬疑 / 犯罪,中国香港,粤语,7.9,16975,
股疯,1994,李国立,剧情 / 喜剧,中国大陆 / 中国香港,粤语 / 汉语普通话 / 上海话,7.9,16820,
有答案的男子 The Man with the Answers,2021,斯特里奥斯·卡米蒂斯,剧情 / 同性,塞浦路斯 / 希腊 / 意大利,英语 / 希腊语 / 德语 / 意大利语,7.9,18714,
战略特勤组 Unthinkable,2010,格雷格·乔丹,剧情 / 悬疑 / 惊悚,美国,英语,7.9,64738,
修罗雪姬 修羅雪姫,1973,藤田敏八,剧情 / 动作 / 惊悚,日本,日语,7.9,9743,
怎样都行 Whatever Works,2009,伍迪·艾伦,喜剧 / 爱情,美国 / 法国,英语,7.9,27060,
东京少女 東京少女,2008,小中和哉,爱情 / 奇幻,日本,日语,7.9,20980,
小叮当与海盗仙子 The Pirate Fairy,2014,佩吉·霍姆斯,动作 / 动画 / 奇幻 / 冒险,美国,英语,7.9,8590,
听说桐岛要退部 桐島、部活やめるってよ,2012,吉田大八,剧情,日本,日语,7.9,38918,
凶暴的男人 その男、凶暴につき,1989,北野武,剧情 / 动作 / 惊悚 / 犯罪,日本,日语,7.9,15261,
寻找梦幻岛 Finding Neverland,2004,马克·福斯特,剧情 / 家庭 / 传记,美国 / 英国,英语,7.9,54367,
93航班 United 93,2006,保罗·格林格拉斯,剧情 / 惊悚 / 历史,美国 / 英国 / 法国,英语 / 阿拉伯语 / 德语,7.9,42371,
耶稣受难记 The Passion of the Christ,2004,梅尔·吉布森,剧情,美国,亚拉姆语 / 拉丁语 / 希伯来语,7.9,36532,
林肯律师 The Lincoln Lawyer,2011,布拉德·福尔曼,剧情 / 惊悚 / 犯罪,美国,英语,7.9,46814,
天堂之日 Days of Heaven,1978,泰伦斯·马力克,剧情 / 爱情,美国,英语 / 意大利语,7.9,16390,
向阳处的她 陽だまりの彼女,2013,三木孝浩,爱情,日本,日语,7.9,66444,
不朽的园丁 The Constant Gardener,2005,费尔南多·梅里尔斯,剧情 / 悬疑 / 惊悚,英国 / 德国 / 美国 / 中国大陆,英语 / 意大利语 / 斯瓦希里语 / 德语,7.9,30251,
告诉他们，我乘白鹤去了,2012,李睿珺,剧情,中国大陆,汉语普通话 / 甘肃方言,7.9,15875,
埋伏,1997,黄建新 / 杨亚洲,剧情,中国大陆,汉语普通话,7.9,13898,
不良少女莫妮卡 Sommaren med Monika,1953,英格玛·伯格曼,剧情 / 爱情,瑞典,瑞典语,7.9,12454,
少女小渔 少女小漁,1995,张艾嘉,剧情,中国台湾,汉语普通话 / 英语 / 粤语,7.9,33474,
巨蟒与圣杯 Monty Python and the Holy Grail,1975,特瑞·吉列姆 / 特瑞·琼斯,喜剧 / 奇幻 / 冒险,英国,英语 / 法语 / 拉丁语,7.9,22227,
花月佳期,1995,徐克,喜剧 / 爱情,中国香港,粤语,7.9,15205,
亡命夺宝 Rat Race,2001,杰瑞·扎克,喜剧 / 冒险,加拿大 / 美国,英语,7.9,14525,
台风俱乐部 台風クラブ,1985,相米慎二,剧情 / 爱情,日本,日语,7.9,7994,
双镯 雙鐲,1991,黄玉珊,剧情 / 同性,中国香港,粤语,7.9,4155,
重庆谈判,1993,李前宽 / 肖桂云 / 张夷非,剧情,中国大陆,汉语普通话,7.9,3609,
寒枝雀静 En duva satt på en gren och funderade på tillvaron,2014,罗伊·安德森,剧情 / 喜剧,瑞典 / 德国 / 挪威 / 法国,瑞典语 / 英语,7.9,26258,
精灵宝可梦：就决定是你了 劇場版ポケットモンスター キミにきめた！,2017,汤山邦彦,动画 / 奇幻 / 冒险,日本,日语,7.9,11769,
窈窕奶爸 Mrs. Doubtfire,1993,克里斯·哥伦布,剧情 / 喜剧 / 家庭,美国,英语,7.9,17174,
大力士 Hercules,1997,约翰·马斯克 / 罗恩·克莱蒙兹,喜剧 / 爱情 / 动画 / 歌舞 / 奇幻 / 冒险,美国,英语 / 西班牙语 / 希腊语,7.9,12183,
厕所女神 トイレの神様,2011,竹园元,剧情,日本,日语,7.9,16963,
法国中尉的女人 The French Lieutenant's Woman,1981,卡雷尔·赖兹,剧情 / 爱情,英国,英语,7.9,21424,
星银岛 Treasure Planet,2002,罗恩·克莱蒙兹 / 约翰·马斯克,爱情 / 科幻 / 动画 / 家庭 / 冒险,美国,英语,7.9,14523,
金发男子 Un rubio,2019,马可·伯格,剧情 / 爱情 / 同性,阿根廷,西班牙语,7.9,17353,
柯达克罗姆胶卷 Kodachrome,2017,马克·拉索,剧情,加拿大 / 美国,英语,7.9,10968,
琳达！琳达！琳达！ リンダ リンダ リンダ,2005,山下敦弘,剧情 / 喜剧 / 音乐,日本,日语,7.9,9362,
马利和我 Marley & Me,2008,大卫·弗兰科尔,剧情 / 喜剧 / 爱情,美国,英语,7.9,51997,
真假公主 Anastasia,1956,安纳托尔·李维克,剧情 / 历史,美国,英语 / 法语,7.9,7359,
丑闻笔记 Notes on a Scandal,2006,理查德·艾尔,剧情 / 惊悚,英国,英语,7.9,29967,
向日葵 해바라기,2006,姜锡范,剧情 / 动作,韩国,韩语,7.9,27443,
大地雄心 Far and Away,1992,朗·霍华德,剧情 / 爱情 / 西部 / 冒险,美国,英语,7.9,13543,
暴劫梨花 The Accused,1988,乔纳森·卡普兰,剧情 / 犯罪,加拿大 / 美国,英语,7.9,9758,
一切善良的市民们 Všichni dobří rodáci,1969,沃依采克·雅斯尼,剧情 / 喜剧,捷克斯洛伐克,捷克语,7.9,1370,
潜水钟与蝴蝶 Le Scaphandre et le Papillon,2007,朱利安·施纳贝尔,剧情 / 传记,法国 / 美国,法语,7.9,40844,
我们假期做了什么 What We Did On Our Holiday,2014,安迪·汉密尔顿 / 盖·简金,剧情 / 喜剧,英国,英语 / 汉语普通话 / 法语,7.9,17882,
本能反应 Instinct,1999,乔·德特杜巴,剧情 / 悬疑 / 惊悚,美国,英语,7.9,7277,
和你在一起,2002,陈凯歌,剧情 / 音乐,中国大陆,汉语普通话,7.9,48682,
阿黛尔·雨果的故事 L'histoire d'Adèle H.,1975,弗朗索瓦·特吕弗,剧情 / 传记 / 历史,法国,法语 / 英语,7.9,22249,
爱情故事 Love Story,1970,阿瑟·希勒,剧情 / 爱情,美国,英语,7.9,14262,
笑傲江湖,2003,黄健中 / 元彬,剧情 / 动作 / 爱情 / 武侠 / 古装,中国大陆,汉语普通话,7.9,7814,
转山,2011,杜家毅,剧情 / 冒险,中国大陆 / 中国台湾,汉语普通话 / 藏语,7.9,90945,
可爱的你 五個小孩的校長,2015,关信辉,剧情,中国香港 / 中国大陆,汉语普通话 / 粤语,7.9,45849,
诈欺游戏 电影版 ライアーゲーム　ザ・ファイナルステージ,2010,松山博昭,剧情 / 惊悚,日本,日语,7.9,34504,
春逝 봄날은 간다,2001,许秦豪,剧情 / 爱情,韩国 / 日本 / 中国香港,韩语,7.9,24863,
终极斗士3：赎罪 Undisputed III: Redemption,2010,艾萨克·佛罗伦汀,剧情 / 动作 / 犯罪,美国,英语 / 西班牙语 / 葡萄牙语,7.9,21060,
一个国家的诞生 The Birth of a Nation,1915,大卫·格里菲斯,剧情 / 爱情 / 历史 / 战争 / 西部,美国,无对白,7.9,11670,
一封陌生女子的来信 Letter from an Unknown Woman,1948,马克斯·奥菲尔斯,剧情 / 爱情,美国,英语,7.9,10353,
搜索者 The Searchers,1956,约翰·福特,剧情 / 西部 / 冒险,美国,英语 / 纳瓦霍语 / 西班牙语,7.9,10673,
芭比之粉红舞鞋 Barbie in the Pink Shoes,2013,欧文·赫利,动画,美国,英语,7.9,3548,
香奈儿 Coco Chanel,2008,克里斯丁·杜瓦,传记,意大利 / 法国 / 英国,英语 / 法语,7.9,34968,
一个烂赌的传说 一個爛賭的傳說,2001,麦子善,剧情,中国香港,粤语,7.9,10271,
遮蔽的天空 The Sheltering Sky,1990,贝纳尔多·贝托鲁奇,剧情 / 冒险,英国 / 意大利,阿拉伯语 / 英语 / 法语,7.9,8184,
Single8,2023,小中和哉,剧情,日本,日语,7.9,4136,
我爱你莫里斯 I Love You Phillip Morris,2009,格伦·费卡拉 / 约翰·里夸,喜剧 / 爱情 / 同性 / 传记,法国 / 美国,英语,7.9,71006,
末代独裁 The Last King of Scotland,2006,凯文·麦克唐纳,剧情 / 传记 / 历史,英国 / 德国,英语 / 法语 / 德语 / 斯瓦希里语,7.9,35777,
尽情游戏 Micmacs à tire-larigot,2009,让-皮埃尔·热内,喜剧 / 犯罪,法国,法语,7.9,35305,
九三年夏天 Estiu 1993,2017,卡拉·西蒙,剧情 / 家庭,西班牙,加泰罗尼亚语,7.9,17437,
鳗鱼 うなぎ,1997,今村昌平,剧情 / 犯罪,日本,日语,7.9,15912,
黄河大侠,1988,张鑫炎 / 张子恩,剧情 / 动作 / 武侠 / 古装,中国大陆,汉语普通话,7.9,10145,
现代爱情故事 Frankie and Johnny,1991,盖瑞·马歇尔,剧情 / 喜剧 / 爱情,美国,英语,7.9,10093,
十字街头,1937,沈西苓,剧情 / 爱情,中国大陆,汉语普通话,7.9,6971,
穷山恶水 Badlands,1973,泰伦斯·马力克,剧情 / 爱情 / 惊悚 / 犯罪,美国,英语 / 西班牙语,7.9,6219,
鬼灭之刃  上弦集结，前往锻刀村 鬼滅の刃 上弦集結、そして刀鍛冶の里ヘ,2023,外崎春雄,动作 / 动画 / 奇幻 / 冒险,日本,日语,7.9,4280,
吉娅 Gia,1998,迈克尔·克里斯托弗,剧情 / 爱情 / 同性 / 传记,美国,英语,7.9,22570,
开罗时间 Cairo Time,2009,鲁巴·纳达,剧情 / 爱情,加拿大 / 爱尔兰 / 埃及,英语 / 阿拉伯语,7.9,20590,
偷吻 Baisers volés,1968,弗朗索瓦·特吕弗,剧情 / 喜剧 / 爱情,法国,法语,7.9,9743,
K 剧场版 劇場版 K MISSING KINGS,2014,铃木信吾,剧情 / 动作 / 动画,日本,日语,7.9,6283,
芭比之奇幻日记 The Barbie Diaries,2006,,动画 / 家庭,美国,法语,7.9,4542,
天城峡疑案 天城越え,1983,三村晴彦,剧情,日本,日语,7.9,5582,
芭比与姐妹之赛马记 Barbie and Her Sisters in A Pony Tale,2013,Kyran Kelly,动画,美国,英语,7.9,1459,
我不在那儿 I'm Not There,2007,托德·海因斯,剧情 / 音乐 / 传记,美国 / 德国 / 加拿大,英语,7.9,24162,
幽灵世界 Ghost World,2001,泰利·茨威戈夫,剧情 / 喜剧,美国 / 英国 / 德国,英语,7.9,14079,
儿子的房间 La stanza del figlio,2001,南尼·莫莱蒂,剧情 / 悬疑 / 家庭,法国 / 意大利,意大利语 / 拉丁语,7.9,10041,
援助 Help,2021,马克·穆登,剧情,英国,英语,7.9,9321,
电车狂 どですかでん,1970,黑泽明,剧情,日本,日语,7.9,8739,
焦虑 Angst,1983,杰拉德·卡戈尔,剧情 / 惊悚 / 恐怖,奥地利,德语,7.9,2027,
探险小狗媞蒂娜 Titina,2022,Kajsa Næss,动画 / 家庭 / 奇幻 / 冒险,挪威 / 比利时,挪威语 / 英语 / 意大利语,7.9,411,
涉外大饭店 The Best Exotic Marigold Hotel,2011,约翰·马登,剧情 / 喜剧,英国 / 美国 / 阿联酋,英语 / 印地语,7.9,39811,
你给的仇恨 The Hate U Give,2018,小乔治·提尔曼,剧情 / 犯罪,美国,英语,7.9,13535,
昨日的美食 电影版 きのう何食べた？劇場版,2021,中江和仁,剧情 / 同性,日本,日语,7.9,10972,
圆月映花都 Les nuits de la pleine lune,1984,埃里克·侯麦,剧情 / 爱情,法国,法语,7.9,9514,
一拳超人OVA3 ワンパンマン こじれすぎる忍者,2016,夏目真悟 / 久木晃嗣,动画,日本,日语,7.9,5159,
戴手铐的旅客,1980,于洋,剧情 / 动作 / 悬疑,中国大陆,汉语普通话,7.9,4124,
偷书贼 The Book Thief,2013,布莱恩·派西维尔,剧情 / 战争,美国 / 德国,英语 / 德语,7.9,31052,
越狱特别篇：最后一越 Prison Break: The Final Break,2009,凯文·霍克斯 / 布拉德·特纳,剧情 / 动作 / 惊悚,美国,英语,7.9,29093,
乐高蝙蝠侠大电影：DC英雄集结 LEGO Batman: The Movie - DC Superheroes Unite,2013,Jon Burton,动画 / 冒险,美国 / 英国,英语,7.9,10931,
盛夏 Лето,2018,基里尔·谢列布连尼科夫,音乐 / 传记,俄罗斯 / 法国,俄语 / 英语,7.9,13075,
孩子 L'enfant,2005,让-皮埃尔·达内 / 吕克·达内,剧情 / 爱情 / 犯罪,比利时 / 法国,法语,7.9,10292,
偷窥狂 Peeping Tom,1960,迈克尔·鲍威尔,剧情 / 惊悚 / 犯罪,英国,英语,7.9,11039,
"早安越南 Good Morning, Vietnam",1987,巴瑞·莱文森,剧情 / 喜剧 / 战争,美国,英语,7.9,9625,
只是爱着你 ただ、君を愛してる,2006,新城毅彦,剧情 / 爱情,日本,日语,7.9,114507,
团圆,2010,王全安,剧情 / 家庭,中国大陆,上海话 / 汉语普通话,7.9,17875,
屋顶上的轻骑兵 Le Hussard sur le toit,1995,让-保罗·拉佩诺,剧情 / 爱情 / 冒险,法国,法语 / 意大利语,7.9,17061,
美梦成真 What Dreams May Come,1998,文森特·沃德,剧情 / 爱情 / 奇幻,美国 / 新西兰,英语,7.9,13609,
时速二十五 25 km/h,2018,马库斯·高勒,喜剧,德国,德语,7.9,6655,
春桃,1988,凌子风,剧情,中国大陆,汉语普通话,7.9,4840,
剧场版 假面骑士创骑 合而为一 劇場版 仮面ライダービルド Be The One,2018,上堀内佳寿也,动作 / 科幻,日本,日语,7.9,3097,
两个人 ふたり,1991,大林宣彦,剧情,日本,日语,7.9,2598,
乡音,1983,胡炳榴,剧情,中国大陆,汉语普通话,7.9,2074,
车站 駅,1981,降旗康男,剧情,日本,日语,7.9,1622,
巴黎烟云 Head in the Clouds,2004,约翰·杜根,剧情 / 爱情 / 战争,英国 / 加拿大,英语 / 德语 / 法语 / 西班牙语,7.9,21642,
长大成人,1997,路学长,剧情,中国大陆,汉语普通话,7.9,15137,
玛蒂尔达 Matilda,1996,丹尼·德维托,喜剧 / 家庭 / 奇幻,美国,英语,7.9,12874,
林海雪原,1960,刘沛然,动作 / 战争,中国大陆,汉语普通话,7.9,4759,
小猪宝贝2：小猪进城 Babe: Pig in the City,1998,乔治·米勒,喜剧 / 奇幻 / 冒险,澳大利亚,英语,7.9,5160,
决斗 Duel,1971,史蒂文·斯皮尔伯格,悬疑 / 惊悚,美国,英语,7.9,6791,
功夫大师 Le petit amour,1988,阿涅斯·瓦尔达,剧情 / 爱情,法国,法语 / 英语,7.9,3447,
那般良夜 That Good Night,2017,埃里克·斯泰尔斯,剧情,英国,英语,7.9,5662,
天地无限 Open Range,2003,凯文·科斯特纳,剧情 / 爱情 / 西部,美国,英语,7.9,7205,
智取威虎山,1970,谢铁骊,歌舞 / 战争,中国大陆,汉语普通话,7.9,4297,
光明的未来 アカルイミライ,2002,黑泽清,剧情,日本,日语,7.9,4905,
无名战士 Tuntematon sotilas,2017,阿库·卢希米斯,剧情 / 历史 / 战争,芬兰 / 比利时 / 冰岛,芬兰语 / 德语 / 俄语,7.9,13704,
世界奇妙物语 2022夏季特别篇 世にも奇妙な物語'22夏の特別編,2022,植田泰史 / 城宝秀则 / 淵上正人 / 吉村慶介,剧情 / 科幻 / 恐怖,日本,日语,7.9,10977,
火线追凶之狂魔再现,2009,胡明凯,剧情 / 动作,中国大陆,汉语普通话,7.9,6820,
贪吃树 Otesánek,2000,杨·史云梅耶,剧情 / 喜剧 / 惊悚 / 奇幻,捷克 / 日本 / 英国,捷克语,7.9,8296,
杨门女将之穆桂英挂帅,2001,卫翰韬,剧情 / 历史 / 武侠 / 古装,中国大陆,汉语普通话,7.9,3771,
我的表兄维尼 My Cousin Vinny,1992,乔纳森·林恩,喜剧 / 犯罪,美国,英语,7.9,4496,
爱的甘露 Desert Hearts,1985,唐娜·戴奇,剧情 / 爱情 / 同性,美国,英语,7.9,3496,
交通意外 Trafic,1971,雅克·塔蒂,喜剧,法国 / 意大利,法语 / 荷兰语 / 英语,7.9,2939,
亲密 親密さ,2012,滨口龙介,剧情,日本,日语,7.9,2163,
最高殊勋夫人 最高殊勲夫人,1959,增村保造,剧情 / 喜剧,日本,日语,7.9,1242,
亲爱的伽利略 หนีตามกาลิเลโอ,2009,尼提瓦·塔拉吞,剧情 / 爱情,泰国,泰语 / 英语 / 法语 / 意大利语,7.9,54327,
青春梦工场 AV,2005,彭浩翔,剧情 / 喜剧 / 爱情,中国香港,粤语,7.9,50465,
马斯顿教授与神奇女侠 Professor Marston and the Wonder Women,2017,安吉拉·罗宾森,剧情 / 爱情 / 同性 / 传记,美国,英语,7.9,24276,
污泥 Mud,2012,杰夫·尼克尔斯,剧情,美国,英语,7.9,21287,
卡波特 Capote,2005,贝尼特·米勒,剧情 / 同性 / 传记 / 犯罪,加拿大 / 美国,英语,7.9,19658,
火线追凶之无罪辩护,2009,邓衍成 / 徐卫,剧情 / 动作,中国大陆,汉语普通话,7.9,6858,
火线追凶之死亡地带,2009,胡明凯 / 邓衍成,剧情 / 动作,中国大陆,汉语普通话,7.9,6932,
挑战星期天 Any Given Sunday,1999,奥利佛·斯通,剧情 / 运动,美国,英语,7.9,6505,
精灵宝可梦：时拉比 穿越时空的相遇 劇場版ポケットモンスター セレビィ 時を超えた遭遇,2001,汤山邦彦,动作 / 动画 / 家庭 / 冒险,日本,日语,7.9,5587,
昨日欢愉 Old Joy,2006,凯莉·莱卡特,剧情,美国,英语,7.9,4242,
寻找智美更登,2009,万玛才旦,剧情,中国大陆,藏语,7.9,3495,
天师撞邪 天師撞邪,1983,袁和平,剧情 / 喜剧 / 动作 / 奇幻 / 古装,中国香港,粤语,7.9,3632,
芭比之皇室摇滚 Barbie In Rock 'N Royals,2015,凯伦J.劳埃德 Karen J. Lloyd,动画 / 歌舞,美国,英语,7.9,2261,
"我们无法改变世界，但我们想在柬埔寨建一所学校。 僕たちは世界を変えることができない。 But, We wanna build a school in Cambodia.",2011,深作健太,剧情,日本,日语,7.9,1486,
